* IconID;Description;Color;IconClass;Nation;Chassis;IconStyle
ZY85;PzKw KV-IA 753(r) (captured KV-1 / 1940) (mod. PA812);panzergrau;Tank;WW2 Germany;KV;Pat
ZY86;Opel Blitz 2.5 Lastkraftwagen 1.5 t;panzergrau;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
ZY87;Opel Blitz 2.5 Lastkraftwagen 1.5 t (open) (mod. JK471);panzergrau;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
ZY88;Selbstfahrlafette L/61 - 128 mm KwK auf VK 3001(H) Sturer Emil;panzergrau;SPAT (track);WW2 Germany;VK 3001(H);Pat
ZY89;SdKfz 8 Zugkraftwagen 12 t;panzergrau;TPT (half-track);WW2 All Nations;SdKfz 8;Pat
ZY90;PzKw III Ausf. N (SdKfz 141/2);panzergrau;Tank;WW2 Germany;Pz III;Pat
ZY91;PzKw III Ausf. E (SdKfz 141) - 37 mm KwK 36 L/45 + Flag;panzergrau;Tank;WW2 Germany;Pz III;Pat
ZY92;PzKw 747(r) (captured T-34 / 1941);panzergrau;Tank;WW2 Germany;T-34;Pat
ZY93;Heinkel He 51;green;Fighter (biplane);WW2 Germany Luftwaffe;He 51;Pat
ZY94;Arado Ar 68;green;Fighter (biplane);WW2 Germany Luftwaffe;AR 68;Pat
ZY95;Avia B.534 (mod. WDF29);green;Fighter (biplane);WW2 Germany Luftwaffe;B-534;Pat
ZY96;Junkers Ju 87 B Stuka;panzergrau;Dive Bomber (propeller);WW2 Germany Luftwaffe;Ju 87;Pat
ZY97;Focke-Wulf Fw 58 Weihe;green;Recon Plane (propeller);WW2 Germany Luftwaffe;FW 58;Pat
ZY98;Junkers Ju 87 B / D Stuka;panzergrau;Dive Bomber (propeller);WW2 Germany Luftwaffe;Ju 87;Pat
ZY99;Henschel Hs 123;green;Dive Bomber (biplane);WW2 Germany Luftwaffe;Hs 123;Pat
ZYA01;Heinkel He 70 Blitz (mod. WDD69);dark green;Light Bomber (propeller);WW2 Germany Luftwaffe;He 70;Pat
ZYA02;Junkers Ju 86 E;green;Medium Bomber;WW2 Germany Luftwaffe;Ju 86;Pat
ZYA03;PzKw II Ausf. A / C / F (SdKfz 121) (mod. PA137);panzergrau;Tank;WW2 Germany;Pz II;Pat
ZYA04;Panzerjager Marder II - 76.2 mm PaK 36(r) (SdKfz 132);panzergrau;SPAT (track);WW2 Germany;Pz II;Pat
ZYA05;SdKfz 7/2 - Zugkraftwagen 8t + 37 mm FlaK 36 L/57;panzergrau;SPAD (half-track);WW2 All Nations;SdKfz 7;Pat
ZYA06;Fieseler Fi 156 Storch (mod. PA593);green/grey;Recon Plane (parasol);WW2 Germany Luftwaffe;Fi 156;Pat
ZYA07;Henschel Hs 126;green;Recon Plane (parasol);WW2 Germany Luftwaffe;Hs 126;Pat
ZYA08;Junkers Ju 87 G Stuka;grey/green;Dive Bomber (propeller);WW2 Germany Luftwaffe;Ju 87;Pat
ZYA09;Steyr 1500 A/01 sEPkw;panzergrau;TPT (jeep);WW2 All Nations;Steyr 1500A;Pat
ZYA10;Steyr 1500 A/01 sEPkw;camo;TPT (jeep);WW2 All Nations;Steyr 1500A;Pat
ZYA11;75 mm leFK 18 - split trail (mod. PA867);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA12;75 mm Pack Howitzer M1A1 on Carriage M3A3 - split trail (mod. PT385);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA13;150 mm sIG 33 (mod. PA377);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA14;150 mm NbWf 41 (mod. PA378);panzergrau;Towed Arty (missile);WW2 All Nations;;Pat
ZYA15;105 mm leFH 16 (mod. PA789);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA16;75 mm leFK 16 n.A. - box trail (mod. PA793);panzergrau;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYA17;20 mm Flak-Vierling 38;panzergrau;Towed AD;WW2 All Nations;;Pat
ZYA18;37 mm FlaK 36 + Shield;panzergrau;Towed AD;WW2 All Nations;;Pat
ZYA19;75 mm PaK 97/38(f) (mod. PT301);panzergrau;Towed AT;WW2 All Nations;;Pat
ZYA20;85 mm ZP obr. 1939 (52-K) (mod. PT402);panzergrau;Towed AD;WW2 All Nations;;Pat
ZYA21;Breda 20 mm Cannone-Mitragliera da 20/65 M35 (mod. PT170);panzergrau;Towed AD;WW2 All Nations;;Pat
ZYA22;88 mm FlaK 36 + wheels;panzergrau;Towed AD;WW2 All Nations;;Pat
ZYA23;StuIG 33 B;panzergrau;SPArty (track);WW2 Germany;Pz III;Pat
ZYA24;Zeppelin (Rigid Airship) (mod. DR197);sand;Airship;WW1 Germany (Empire);;
ZYA25;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);panzergrau;Tank;WW2 Germany;Pz IV;Pat
ZYA26;PzKw B-2 740(f) (Char B1 bis) (mod. PT126);panzergrau;Tank;WW2 Germany;Char B1;Pat
ZYA27;Fokker E.III (mod. MMP1);sand;Fighter (monoplane);WW1 Germany (Empire);;Juankar
ZYA28;Bleriot IX-2;;Recon Plane (parasol);WW1 France;;
ZYA29;Fokker E.III (mod. MMP1);grey;Fighter (monoplane);WW1 Germany (Empire);;Juankar
ZYA30;Fokker E.IV;sand;Fighter (monoplane);WW1 Germany (Empire);;
ZYA31;Fokker E.I;sand;Fighter (monoplane);WW1 Germany (Empire);;
ZYA32;Etrich-Rumpler Taube;;Recon Plane (parasol);WW1 Germany (Empire);;
ZYA33;Bleriot IX-2;;Recon Plane (parasol);WW1 Belgium;;
ZYA34;Bleriot IX-2;;Recon Plane (parasol);WW1 All Nations;;
ZYA35;Bleriot IX-2;;Recon Plane (parasol);WW1 Greece;;
ZYA36;Bleriot IX-2;;Recon Plane (parasol);WW1 Serbia;;
ZYA37;Bleriot IX-2;;Recon Plane (parasol);WW1 Bulgaria;;
ZYA38;Maurice Farman MF.11 Shorthorn;;Recon Plane (biplane);WW1 All Nations;;
ZYA39;Maurice Farman MF.11 Shorthorn;;Recon Plane (biplane);WW1 UK (United Kingdom / Great Britain);;
ZYA40;Maurice Farman MF.11 Shorthorn;;Recon Plane (biplane);WW1 France;;
ZYA41;Maurice Farman MF.11 Shorthorn;;Recon Plane (biplane);WW1 Russia (Empire);;
ZYA42;Maurice Farman MF.11 Shorthorn;;Recon Plane (biplane);WW1 Belgium;;
ZYA43;SdKfz 10/4 - 20 mm FlaK 30 auf Zugkraftwagen 1t;panzergrau;SPAD (half-track);WW2 All Nations;SdKfz 10;Pat
ZYA44;SdKfz 10 Zugkraftwagen 1t;panzergrau;TPT (half-track);WW2 All Nations;SdKfz 10;Pat
ZYA45;37 mm PaK 36 auf SdKfz 10 Zugkraftwagen 1t (mod. PA365);panzergrau;SPAT (half-track);WW2 All Nations;SdKfz 10;Pat
ZYA46;88 mm FlaK 18 auf SdKfz 8 / ground combat;panzergrau;SPAT (half-track);WW2 Germany;SdKfz 8;Pat
ZYA47;Panzerjager Marder III Ausf. G + 76.2 mm PaK 36 (Sf) auf GW 38(t) (SdKfz 139);panzergrau;SPAT (track);WW2 Germany;Lt vz. 38;Pat
ZYA48;SdKfz 251/2 SPW + 81 mm Granatwerfer 34 (mod. PA167);panzergrau;SPArty (half-track);WW2 Germany;SdKfz 11;Pat
ZYA49;SdKfz 251/17 SPW + 20 mm FlaK 30 (mod. PA165);panzergrau;SPAD (half-track);WW2 Germany;SdKfz 11;Pat
ZYA50;SdKfz 7/1 - Zugkraftwagen 8t + 20 mm Flak-Vierling 38 L/65;panzergrau;SPAD (half-track);WW2 All Nations;SdKfz 7;Pat
ZYA51;75 mm PaK 40/41;panzergrau;Towed AT;WW2 All Nations;;Pat
ZYA52;Heinkel He 111 B-1 (mod. MMP14);green;Medium Bomber;WW2 Germany;He 111;Pat
ZYA53;75 mm leIG 18 (mod. PT375);panzergrau;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYA54;150 mm K 39 - box trail (mod. PA785);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA55;150 mm K 39 - split trail (mod. PA774);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYA56;Messerschmitt Bf 110 B / C;panzergrau;Fighter (propeller);WW2 Germany;Bf 110;Pat
ZYA57;Messerschmitt Bf 110 B / C;panzergrau;Fighter (propeller);WW2 Germany;Bf 110;Pat
ZYA58;Junkers Ju 52/3m;panzergrau;ATP (propeller);WW2 Germany;Ju 52;Pat
ZYA59;Junkers Ju 52/3m;panzergrau;ATP (propeller);WW2 Germany;Ju 52;Pat
ZYA60;Messerschmitt Bf 109 E-3;grey/yellow;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA61;Messerschmitt Bf 109 D-1;grey;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA62;Messerschmitt Bf 109 B;dark green;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA63;Messerschmitt Bf 109 B;dark green;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA64;Messerschmitt Bf 109 G-2 (mod. JK020 / MMP4A);grey/camo;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA65;Messerschmitt Bf 109 F-4 (mod. JK020 / MMP4A);grey/camo;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYA70;Gebirgsjager + 7.92 mm PzB 38 / PzB 39 (Mountain AT Infantry x2);grey;Mountain AT Infantry;WW2 Germany;;Default
ZYA73;Motorrad Aufklarer / Kradmelder - BMW R75 (Motorcycle Scout x1);panzergrau;Motorcyclist;WW2 Germany Waffen SS;Moto;Obsolete
ZYA74;Infanterie + Hafthohlladung (demolition charge) (AT Infantry x2) (mod. ZY22);;AT Infantry;WW2 Germany Waffen SS;;Obsolete
ZYA75;Gebirgsjager + Hafthohlladung (demolition charge) (Mountain AT Infantry x2) (mod. ZY22);;Mountain AT Infantry;WW2 Germany;;Obsolete
ZYA76;Panzerhaubitze Wespe 105 mm leFH 18 L/28 (SdKfz 124);panzergrau;SPArty (track);WW2 Germany;Pz II;Pat
ZYA77;SdKfz 251/16 FPW (flamethrower) (mod. PA173);panzergrau;Engineer Vehicle;WW2 Germany;SdKfz 11;Pat
ZYA78;SdKfz 251/9 SPW Stummel + 75 mm KwK 37 L/24 (mod. PA175);panzergrau;SPAT (half-track);WW2 Germany;SdKfz 11;Pat
ZYA79;SdKfz 231 (8-Rad) sPSW;panzergrau;Armored Car (8 wheels);WW2 Germany;SdKfz 231/8;Pat
ZYA80;SdKfz 232 (6-Rad) sPSW;panzergrau;Armored Car (6 wheels);WW2 Germany;SdKfz 231/6;Pat
ZYA81;Flakpanzer I - 20 mm FlaK 38 (mod. GRF18);panzergrau;SPAD (track);WW2 Germany;Pz I;Pat
ZYA82;SdKfz 251/10 SPW + 37 mm PaK 36;panzergrau;SPAT (half-track);WW2 Germany;SdKfz 11;Pat
ZYA83;Wurfrahmen 40 - 280 / 320 mm NbWf 41 auf SdKfz 251/1 SPW (mod. PA163);panzergrau;SPArty (missile) (half-track);WW2 All Nations;SdKfz 11;Pat
ZYA84;PzKw I Ausf. C (VK 601) - 20 mm EW141;panzergrau;Tank;WW2 Germany;Pz I;Pat
ZYA85;PzBefWg I (SdKfz 265);panzergrau;Command Tank;WW2 Germany;Pz I;Pat
ZYA86;PzBefWg I (SdKfz 265) + aerial;panzergrau;Command Tank;WW2 Germany;Pz I;Pat
ZYA87;PzBefWg III Ausf. D (SdKfz 266);panzergrau;Command Tank;WW2 Germany;Pz III;Pat
ZYA88;PzBefWg III Ausf. H (SdKfz 266);panzergrau;Command Tank;WW2 All Nations;Pz III;Pat
ZYA90;Kavallerie-Schutzen 1941 (Dismounted Cavalry);grey/brown;Cavalry (dismounted);WW2 Germany Waffen SS;Horse;Default
ZYA91;Kavallerie-Schutzen 1944 (Dismounted Cavalry) + Panzerschreck;grey/brown;Cavalry (dismounted);WW2 Germany Waffen SS;Horse;Default
ZYA92;Kavallerie-Schutzen 1941 (Dismounted Cavalry);grey;Cavalry (dismounted);WW2 Germany Wehrmacht;Horse;Default
ZYA93;SdKfz 3a Opel Maultier + 20 mm FlaK 38;panzergrau;SPAD (half-track);WW2 All Nations;Opel Blitz;Pat
ZYA94;75 mm PaK 97/38(f) auf SdKfz 3a Opel Maultier;panzergrau;SPAT (half-track);WW2 Germany;Opel Blitz;Pat
ZYA95;Opel Blitz 3.6 Lastkraftwagen 3 t + 20 mm Flak-Vierling 38 L/65;panzergrau;SPAD (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYA96;SdKfz 11 Zugkraftwagen 3t (open);panzergrau;TPT (half-track);WW2 All Nations;SdKfz 11;Pat
ZYA97;Skoda 6 ST 6 T (open) (mod. TDU61);panzergrau;TPT (6 wheels);WW2 All Nations;Skoda 6 ST;Juankar
ZYA98;PzKw IV Ausf. G (SdKfz 161/1) (mod. PA419);panzergrau;Tank;WW2 Hungary;Pz IV;Pat
ZYA99;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);panzergrau;Tank;WW2 Hungary;Pz IV;Pat
ZYB01;PzKw 38(t) Ausf. G;panzergrau;Tank;WW2 Hungary;Lt vz. 38;Pat
ZYB02;PzKw III Ausf. F / G (SdKfz 141) - 37 mm KwK 36 L/45;panzergrau;Tank;WW2 Hungary;Pz III;Pat
ZYB03;PzKw IV Ausf. H (SdKfz 161/2) + Schurzen (side armor);sand;Tank;WW2 Hungary;Pz IV;Pat
ZYB04;StuG III Ausf. G (SdKfz 142/1);sand;SPAT (track);WW2 Hungary;Pz III;Pat
ZYB05;PzKw VI E Tiger (SdKfz 181);sand;Tank;WW2 Hungary;Pz VI E;Pat
ZYB06;PzKw V Panther Ausf. A (SdKfz 171) 75 mm KwK 42 L/70 + Schurzen (side armor) (mod. PT439);camo;Tank;WW2 Hungary;Pz V;Pat
ZYB07;Jagdpanzer 38(t) Hetzer (SdKfz 138/2);sand;SPAT (track);WW2 Hungary;Lt vz. 38;Pat
ZYB08;PzKw VI E Tiger (SdKfz 181);camo;Tank;WW2 Hungary;Pz VI E;Pat
ZYB09;PzKw I (SdKfz 101) - 2 x 7.92 mm MG 13;panzergrau;Tank;WW2 Hungary;Pz I;Pat
ZYB10;38M Toldi I (A.20) 1940 (mod. PT260);green;Tank;WW2 Hungary;Strv L-60 / Toldi;Pat
ZYB11;42M Toldi II (B.20) (mod. PT260);brown/camo;Tank;WW2 Hungary;Strv L-60 / Toldi;Pat
ZYB12;39M Csaba 1939 (mod. PT267);camo;Armored Car (4 wheels);WW2 Hungary;Csaba;Pat
ZYB13;44M Zrinyi I (mod. DR111 / DR112);green;SPAT (track);WW2 Hungary;Turan;Drago
ZYB14;Focke-Wulf Fw 189 Uhu (mod. AD06);green;Recon Plane (propeller);WW2 Germany Luftwaffe;Fw 189;Juankar
ZYB15;Messerschmitt Bf 109 G-6;grey/green;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYB16;Messerschmitt Bf 109 K-4;grey/camo;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYB17;Messerschmitt Bf 109 G-10;grey/green;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYB18;Messerschmitt Bf 109 G-2;green/yellow;Fighter (propeller);WW2 Finland;Bf 109;Pat
ZYB19;Messerschmitt Bf 109 G-6;grey/camo;Fighter (propeller);WW2 Finland;Bf 109;Pat
ZYB20;Messerschmitt Bf 109 G-6/R-6;grey/camo;Fighter (propeller);WW2 Finland;Bf 109;Pat
ZYB21;PzKw III Ausf. J / L (SdKfz 141/1);panzergrau;Tank;WW2 Germany;Pz III;Pat
ZYB22;PzKw III Ausf. J / L (SdKfz 141/1) + Flag;panzergrau;Tank;WW2 Germany;Pz III;Pat
ZYB23;PzKw IV Ausf. E / F1 (SdKfz 161) + Flag (mod. PA128);panzergrau;Tank;WW2 Germany;Pz IV;Pat
ZYB24;SdKfz 250/10 leSPW + 37 mm PaK 36;panzergrau;SPAT (half-track);WW2 Germany;SdKfz 10;Pat
ZYB25;SdKfz 250/11 leSPW + 28 mm sPzB 41;panzergrau;SPAT (half-track);WW2 Germany;SdKfz 10;Pat
ZYB26;SdKfz 250/7 leSPW + 81 mm Granatwerfer 34;panzergrau;SPArty (half-track);WW2 Germany;SdKfz 10;Pat
ZYB27;SdKfz 250/3-III leichter Funkpanzerwagen;panzergrau;Command APC (half-track);WW2 Germany;SdKfz 10;Pat
ZYB28;Krupp L 3 H 163;panzergrau;TPT (6 wheels);WW2 All Nations;;Pat
ZYB29;VW Typ 82 Kubelwagen (mod. CV19);panzergrau;TPT (jeep);WW2 All Nations;Kubelwagen;Drago
ZYB30;Einheitsdiesel Truck;panzergrau;TPT (6 wheels);WW2 All Nations;Einheitsdiesel;Pat
ZYB31;Bussing-NAG G 31 leichter Lastkraftwagen;panzergrau;TPT (6 wheels);WW2 All Nations;G 31;Pat
ZYB32;Horse Wagon - Small (x2) (mod. TDZ95);panzergrau;TPT Animal Carriage;1800 / WW1 / WW2 All Nations;Wagon;Pat
ZYB33;Horse Wagon - Large (x2) (mod. PAT16);panzergrau;TPT Animal Carriage;1800 / WW1 / WW2 All Nations;Wagon;Pat
ZYB34;Horse Wagon - Large (x4) (mod. TDZ58);panzergrau;TPT Animal Carriage;1800 / WW1 / WW2 All Nations;Wagon;Pat
ZYB35;Heinkel He 59 (mod. MMP13);green;Torpedo Bomber (biplane) (seaplane);WW2 Germany;HE 59;
ZYB36;Heinkel He 59 (mod. MMP13);green;Torpedo Bomber (biplane) (seaplane);WW2 Finland;HE 59;
ZYB37;Heinkel He 59 (mod. MMP13);sand;Torpedo Bomber (biplane) (seaplane);WW2 Spain Nationalist;HE 59;
ZYB38;Dornier Do 17 Z-1;dark green;Medium Bomber;WW2 Germany Luftwaffe;Do 17;Pat
ZYB39;Dornier Do 17 Z-2;dark green;Medium Bomber;WW2 Germany Luftwaffe;Do 17;Pat
ZYB40;Dornier Do 17 Z-1;green/camo;Medium Bomber;WW2 Finland;Do 17;Pat
ZYB41;Dornier Do 17 Z-2;green/camo;Medium Bomber;WW2 Finland;Do 17;Pat
ZYB42;Krupp L 2 H 43 Protze + 37 mm PaK 36 (mod. GRF19);panzergrau;SPAT (6 wheels);WW2 All Nations;Protze;Pat
ZYB43;37 mm PaK 36 + Stielgranate 41 (mod. CLU60);panzergrau;Towed AT;WW2 All Nations;;Pat
ZYB44;50 mm FlaK 41;panzergrau;Towed AD;WW2 All Nations;;Pat
ZYB45;280 / 320 mm Schwere Wurfgerat 41 (mod. TD62);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYB46;Panzerjager Marder III Ausf. H + 75 mm PaK 40 L/46 (Sf) auf GW 38(t) (SdKfz 138);panzergrau;SPAT (track);WW2 Germany;Lt vz. 38;Pat
ZYB47;PzKw KV-IB 755(r) (captured KV-1 + 75 mm PaK 40) (mod. PA933);panzergrau;Tank;WW2 Germany;KV;Pat
ZYB48;Sturmpanzer KV-II 754(r) (captured KV-2);panzergrau;Tank / SPArty (track);WW2 Germany;KV;Pat
ZYB49;Skoda 100 mm Horska Houfnice vz. 1916 / 100 mm GebH 16(t);panzergrau;Towed Arty;WW1 / WW2 All Nations;;Juankar
ZYB50;105 mm leFH 18/42 (mod. PA825);panzergrau;Towed Arty;WW2 All Nations;;Pat
ZYB51;150 mm sFH 13 / 150 mm sFH 409(b) / 150 mm sFH 406(h);grey;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYB52;150 mm sFH 13 / 150 mm sFH 409(b) / 150 mm sFH 406(h);panzergrau;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYB53;SdKfz 251/1 SPW (mod. PA171);sand/camo;APC (half-track);WW2 Germany;SdKfz 11;Pat
ZYB54;SdKfz 232 (8-Rad) sPSW;camo;Armored Car (8 wheels);WW2 Germany;SdKfz 231/8;Pat
ZYB55;Focke-Wulf Fw 190 A-8 Wurger;green;Fighter (propeller);WW2 Germany Luftwaffe;FW 190;Pat
ZYB56;Focke-Wulf Fw 190 A-8 Wurger;grey;Fighter (propeller);WW2 Germany Luftwaffe;FW 190;Pat
ZYB57;Focke-Wulf Fw 190 G-2 Wurger;grey/green;Fighter (propeller);WW2 Germany Luftwaffe;FW 190;Pat
ZYB58;Focke-Wulf Fw 190 F-8 Wurger;grey;Fighter (propeller);WW2 Germany Luftwaffe;FW 190;Pat
ZYB59;Focke-Wulf Fw 190 F-8 Wurger;light grey;Fighter (propeller);WW2 Hungary;FW 190;Pat
ZYB60;Focke-Wulf Fw 190 F-8 Wurger;grey;Fighter (propeller);WW2 Hungary;FW 190;Pat
ZYB61;Focke-Wulf Fw 190 F-8 Wurger;light green;Fighter (propeller);WW2 Romania;FW 190;Pat
ZYB62;Messerschmitt Bf 109 F-4;grey/camo;Fighter (propeller);WW2 Hungary;Bf 109;Pat
ZYB63;Messerschmitt Bf 109 G-6;grey/camo;Fighter (propeller);WW2 Hungary;Bf 109;Pat
ZYB64;Messerschmitt Bf 109 G-10;green/grey/camo;Fighter (propeller);WW2 Hungary;Bf 109;Pat
ZYB65;Messerschmitt Bf 109 G-14;grey/camo;Fighter (propeller);WW2 Hungary;Bf 109;Pat
ZYB66;Junkers Ju 86 K-2;camo;Medium Bomber;WW2 Hungary;Ju 86;Pat
ZYB67;Junkers Ju 87 D-3 Stuka;grey/green/sand;Dive Bomber (propeller);WW2 Hungary;Ju 87;Pat
ZYB68;Junkers Ju 87 B-2 Stuka;grey/green;Dive Bomber (propeller);WW2 Hungary;Ju 87;Pat
ZYB69;Fiat C.R.32;green;Fighter (biplane);WW2 Hungary;C.R.32;Pat
ZYB70;Junkers Ju 52/3m;panzergrau;ATP (propeller);WW2 Hungary;Ju 52;Pat
ZYB71;Fieseler Fi 156 Storch (mod. ZYA06);green/grey;Recon Plane (parasol);WW2 Hungary;Fi 156;Pat
ZYB72;Fokker D.VII;grey/camo;Fighter (biplane);WW1 Germany (Empire);;Default
ZYB73;Pfalz D.XII;;Fighter (biplane);WW1 Germany (Empire);;Pat
ZYB74;Isuzu Type 97;brown;TPT (4 wheels);WW2 Japan;Isuzu Type 97;Pat
ZYB75;Isuzu Type 94 (open);brown;TPT (6 wheels);WW2 Japan;Isuzu Type 94;Pat
ZYB76;Mitsubishi A6M2 Rei-sen Zero (Zeke);white;Fighter (propeller);WW2 Japan;A6M;Pat
ZYB77;Mitsubishi A6M3 Rei-sen Zero (Hamp / Zeke);white;Fighter (propeller);WW2 Japan;A6M;Pat
ZYB78;Mitsubishi A6M5 Rei-sen Zero (Zeke);green;Fighter (propeller);WW2 Japan;A6M;Pat
ZYB79;Mitsubishi A6M7 Rei-sen Zero (Zeke);green;Fighter (propeller);WW2 Japan;A6M;Pat
ZYB80;Nakajima A6M2-N Suisen 2 (Rufe);green;Fighter (propeller) (seaplane);WW2 Japan;zero;Pat
ZYB81;Nakajima Ki-43-I Hayabusa (Oscar);green;Fighter (propeller);WW2 Japan;Ki-43;Default
ZYB82;Nakajima Ki-43-II Hayabusa (Oscar);white;Fighter (propeller);WW2 Japan;Ki-43;Default
ZYB83;Nakajima Ki-43-III Hayabusa (Oscar);blue;Fighter (propeller);WW2 Japan;Ki-43;Default
ZYB84;Nakajima Ki-44-II Shoki (Tojo);white;Fighter (propeller);WW2 Japan;Ki-44;Pat
ZYB85;Nakajima Ki-44-I Shoki (Tojo);green;Fighter (propeller);WW2 Japan;Ki-44;Pat
ZYB86;Nakajima Ki-27 Setsu (Nate);white;Fighter (propeller);WW2 Japan;Ki-27;Pat
ZYB87;Aichi D3A (Val);white;Dive Bomber (propeller);WW2 Japan;D3A;Pat
ZYB88;PzBefWg III Ausf. K (SdKfz 266);panzergrau;Command Tank;WW2 Germany;Pz III;Pat
ZYB89;PzBefWg 35(t);panzergrau;Command Tank;WW2 Germany;Lt vz. 35;Pat
ZYB90;Flammpanzer I;panzergrau;Engineer Vehicle;WW2 Germany;Pz I;Pat
ZYB91;Flammpanzer II Flamingo (PzKw II Ausf. E + Flamethrower) (SdKfz 122);panzergrau;Engineer Vehicle;WW2 Germany;Pz II;Pat
ZYB92;Panzerjager 35R 731(f) mit 47 mm PaK 36(t);panzergrau;SPAT (track);WW2 Germany;Char R 35/40;Pat
ZYB93;PzKw 17R 730(f) (captured Renault Ft-17);panzergrau;Tank;WW2 Germany;Char Ft-17;Pat
ZYB94;PzKw 38H 735(f) (captured Hotchkiss H39) (mod. PT131);panzergrau;Tank;WW2 Germany;Char H 35/39;Pat
ZYB95;PzKw R35 731(f) (captured Renault R 35 + tail);panzergrau;Tank;WW2 Germany;Char R 35/40;Pat
ZYB96;Tauchpanzer III (SdKfz 141);panzergrau;Tank (amphibious);WW2 Germany;Pz III;Pat
ZYB97;Tauchpanzer IV Ausf. D (SdKfz 161) (mod. PA329);panzergrau;Tank (amphibious);WW2 Germany;Pz IV;Pat
ZYB98;Kfz 14 Funkkraftwagen;panzergrau;Command Armored Car (4 wheels);WW2 Germany;;Pat
ZYB99;Messerschmitt Bf 110 E-1;panzergrau;Fighter (propeller);WW2 Germany;Bf 110;Pat
ZYC01;Fokker D.VII;green/grey;Fighter (biplane);WW1 Poland;;Default
ZYC02;Fokker D.VII;sand;Fighter (biplane);WW1 Russia (White);;Default
ZYC03;Fokker D.VII;sand;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Default
ZYC04;Pfalz D.XII;;Fighter (biplane);WW1 Poland;;Pat
ZYC05;Fokker D.VII;green/grey;Fighter (biplane);WW1 Lithuania;;Default
ZYC06;Royal Aircraft Factory S.E.5;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC07;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC08;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 USA;;Pat
ZYC09;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC10;Sopwith Camel F.1;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC11;Sopwith Camel F.1;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC12;Sopwith Camel F.1;;Fighter (biplane);WW1 USA;;Pat
ZYC13;Sopwith Camel F.1;;Fighter (biplane);WW1 Belgium;;Pat
ZYC14;Sopwith Camel F.1;;Fighter (biplane);WW1 Russia (White);;Default
ZYC15;Sopwith Camel F.1;;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC16;Sopwith Camel F.1;;Fighter (biplane);WW1 Poland;;Pat
ZYC17;Sopwith Pup;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC18;Sopwith Pup;;Fighter (biplane);WW1 Japan;;Pat
ZYC19;Sopwith Pup;;Fighter (biplane);WW1 Greece;;Pat
ZYC20;Sopwith Pup;;Fighter (biplane);WW1 Belgium;;Pat
ZYC21;Sopwith Pup;;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC22;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 Finland;;Default
ZYC23;Nieuport 17 C1;;Fighter (biplane);WW1 France;;Pat
ZYC24;Nieuport 17bis;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC25;SdKfz 3a Opel Maultier Einheitskoffer;sand;TPT (half-track);WW2 All Nations;Opel Blitz;Pat
ZYC26;Opel Blitz A LKW Einheitskoffer;panzergrau;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC27;Opel Blitz A LKW Funkwagen (radio);panzergrau;Command TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
